Agency,Measure,<=2.5,3,3.5,4,4.5,5,>5.0,SettlementMonth,AssetClassType,AssetClassSubType,Date,SettlementDateChart
FNMA/UMBS,STANDARD DEVIATION,0,0.1,0,0,0,0,1.4,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FNMA/UMBS,VOLUME OF TRADES (000'S),563500,16135446.1,17243752,13976381.6,4134537.9,226662.4,29294.8,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FNMA/UMBS,NUMBER OF TRADES,69,861,907,496,196,18,10,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,AVERAGE PRICE,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FHLMC,NUMBER OF TRADES,0,0,0,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,AVERAGE PRICE,99.8,102,103.4,104.1,104.5,104.7,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,99.8,102,103.4,104,104.3,104.6,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,99.7,101.9,103.3,103.9,104.1,104.6,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,2ND QUARTILE PRICE,99.8,102,103.3,103.9,104.2,104.6,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,3RD QUARTILE PRICE,99.8,102,103.3,104,104.2,104.7,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,4TH QUARTILE PRICE,99.8,102,103.4,104,104.2,104.7,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,99.8,102.1,104,106.6,107.2,104.7,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,STANDARD DEVIATION,0,0,0.2,0.5,0.8,0.1,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,VOLUME OF TRADES (000'S),140200,6092164.3,5784371.9,6979990,1966933.1,125525,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
GNMA,NUMBER OF TRADES,18,236,229,290,100,7,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 1
FNMA/UMBS,AVERAGE PRICE,98.4,100.7,102.3,103.5,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,WEIGHTED AVG. PRICE,98.5,100.6,102.3,103.5,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.4,100.6,102.2,103.5,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,2ND QUARTILE PRICE,98.4,100.6,102.3,103.5,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,3RD QUARTILE PRICE,98.4,100.7,102.3,103.5,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,4TH QUARTILE PRICE,98.5,100.7,102.3,103.5,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.5,100.7,102.3,103.5,104.8,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,STANDARD DEVIATION,0.1,0,0,0,0,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,VOLUME OF TRADES (000'S),188225,5893780,6000498.2,6245200,1164978,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,NUMBER OF TRADES,9,169,151,60,25,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,AVERAGE PRICE,*,101.8,103.2,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,WEIGHTED AVG. PRICE,*,101.9,103.3,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,AVG. PRICE BOTTOM 5 TRADES,*,101.8,103.2,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,2ND QUARTILE PRICE,*,101.8,103.2,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,3RD QUARTILE PRICE,*,101.9,103.2,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,4TH QUARTILE PRICE,*,101.9,103.2,103.8,104.2,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,AVG. PRICE TOP 5 TRADES,*,101.9,103.3,103.9,104.4,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,STANDARD DEVIATION,*,0,0,0,0.1,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,VOLUME OF TRADES (000'S),*,3408900,3600025,4992100,888295.6,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
GNMA,NUMBER OF TRADES,*,171,91,160,34,*,0,September,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 2
FNMA/UMBS,AVERAGE PRICE,98.3,100.6,102.2,103.5,104.8,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,WEIGHTED AVG. PRICE,98.3,100.6,102.2,103.5,104.8,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,98.3,100.5,102.1,103.5,104.8,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,2ND QUARTILE PRICE,*,100.6,102.2,103.5,*,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,3RD QUARTILE PRICE,*,100.6,102.2,103.5,*,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,4TH QUARTILE PRICE,*,100.6,102.2,103.5,*,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,98.3,100.6,102.2,103.5,104.8,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,STANDARD DEVIATION,0,0,0,0,0,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,VOLUME OF TRADES (000'S),19750,2420625,430750,147200,21500,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,NUMBER OF TRADES,6,243,122,30,5,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,AVERAGE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,WEIGHTED AVG. PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,2ND QUARTILE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,3RD QUARTILE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,4TH QUARTILE PRICE,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,AVG. PRICE TOP 5 TRADES,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,STANDARD DEVIATION,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,VOLUME OF TRADES (000'S),0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FHLMC,NUMBER OF TRADES,0,0,0,0,0,0,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,AVERAGE PRICE,*,101.7,103.1,103.7,104.2,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,WEIGHTED AVG. PRICE,*,101.7,103.1,103.7,104.2,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,AVG. PRICE BOTTOM 5 TRADES,*,101.7,103.1,103.7,104.2,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,2ND QUARTILE PRICE,*,101.7,103.1,103.7,104.2,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,3RD QUARTILE PRICE,*,101.7,103.1,103.7,104.2,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,4TH QUARTILE PRICE,*,101.8,103.1,103.7,104.2,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,AVG. PRICE TOP 5 TRADES,*,101.8,103.1,103.7,104.2,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,STANDARD DEVIATION,*,0,0,0,0,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,VOLUME OF TRADES (000'S),*,1813383,784150,772200,417500,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
GNMA,NUMBER OF TRADES,*,161,107,30,12,*,0,October,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 30Y,20190726,Current Month + 3
FNMA/UMBS,AVERAGE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,STANDARD DEVIATION,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,NUMBER OF TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,AVERAGE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,STANDARD DEVIATION,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
GNMA,NUMBER OF TRADES,0,0.0,0,0,0,0,0,July,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month
FNMA/UMBS,AVERAGE PRICE,100.5,101.9,103.2,103.8,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,WEIGHTED AVG. PRICE,100.5,101.9,103.2,103.9,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,AVG. PRICE BOTTOM 5 TRADES,100.4,101.9,103.2,103.8,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,2ND QUARTILE PRICE,100.4,101.9,103.2,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,3RD QUARTILE PRICE,100.4,101.9,103.3,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,4TH QUARTILE PRICE,100.5,101.9,103.3,*,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,AVG. PRICE TOP 5 TRADES,100.5,101.9,103.3,103.8,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,STANDARD DEVIATION,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,VOLUME OF TRADES (000'S),4503190.8,2416201.3,1790443,7560,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FNMA/UMBS,NUMBER OF TRADES,229,230.0,109,6,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,AVERAGE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,STANDARD DEVIATION,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,VOLUME OF TRADES (000'S),0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
FHLMC,NUMBER OF TRADES,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,AVERAGE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,WEIGHTED AVG. PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,AVG. PRICE BOTTOM 5 TRADES,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,2ND QUARTILE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,3RD QUARTILE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,4TH QUARTILE PRICE,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
GNMA,AVG. PRICE TOP 5 TRADES,0,0.0,0,0,0,0,0,August,"AGENCY PASS-THRU (TBA, STIP, $ ROLLS)",SINGLE FAMILY 15Y,20190729,Current Month + 1
